id,title,mean,rank,popularity,num_list_users,num_scoring_users
27587,King Golf,7.59,2613,7137,3448,1143
37815,Mix,7.59,2614,6660,3758,894
37915,Hito Hitori Futari,7.59,2615,3417,7643,1886
46894,RiN,7.59,2616,4640,5606,1879
51747,Kotonoha no Niwa,7.59,2617,1673,14862,6892
51855,K-On! College,7.59,2618,1348,17521,8544
53539,ACCA: 13-ku Kansatsu-ka,7.59,2619,4924,5261,1195
58753,"Ashita, Boku wa Shinu. Kimi wa Ikikaeru.",7.59,2620,12359,1763,378
61963,Mokushiroku Alice,7.59,2621,10525,2159,503
70179,Ubume no Natsu,7.59,2622,7239,3398,708
79905,Morte,7.59,2623,21229,810,202
89975,Sennen Meikyuu no Nana Ouji,7.59,2624,4974,5205,1485
91134,La La La,7.59,2625,19560,922,304
98449,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",7.59,2626,5598,4568,1146
101119,Origin,7.59,2627,560,37391,11097
102671,Isekai Shokudou,7.59,2628,4616,5636,1822
103737,Goshujinsama to Kemonomimi no Shoujo Mel,7.59,2629,4754,5473,2146
103939,Aharen-san wa Hakarenai,7.59,2630,545,38259,12236
110737,"Ijiranaide, Nagatoro-san",7.59,2631,65,185570,86893
113169,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.59,2632,655,32837,9342
115498,Mushoku Tensei: Roxy datte Honki desu,7.59,2633,3162,8259,2154
118427,Yakusoku no Neverland: Mama-tachi no Tsuisoukyoku,7.59,2634,12456,1745,498
118819,Kono Kaisha ni Suki na Hito ga Imasu,7.59,2635,859,25992,5670
119260,Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,7.59,2636,821,27188,7817
123921,"Muchuu sa, Kimi ni.",7.59,2637,5939,4255,1677
140136,The Monstrous Duke's Adopted Daughter,7.59,2638,2127,11969,4586
141458,"Itsuka, Nemuri ni Tsuku Hi",7.59,2639,22222,751,188
142407,Shiroyama to Mita-san,7.59,2640,11684,1888,586
151587,Hitori de Yoru wa Koerarenai,7.59,2641,17302,1107,447
151757,My Royal Awakening,7.59,2642,10437,2180,864
153111,Oshi ni Amagami,7.59,2643,4594,5667,838
162590,Sylph no Hanahime,7.59,2644,11486,1928,440
165905,Raising My Fiancé With Money,7.59,2645,6972,3559,751
180250,Mr. Delivery Knight,7.59,2646,18837,974,317
181261,Dig It,7.59,2647,10627,2135,364
182745,"Jinsei Gyakuten: Uwaki sare, Enzai wo Kiserareta Ore ga, Gakuen Ichi no Bishoujo ni Natsukareru",7.59,2648,18940,967,345
193091,I Dare You,7.59,2649,15521,1294,332
112393,Koushin Koinu ni Koibumi wo,7.58,2650,3169,8243,3205
113210,Otome Kaijuu Caraméliser,7.58,2651,1582,15645,3443
114688,Awairo Emaki,7.58,2652,8235,2918,1316
115587,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai",7.58,2653,8667,2743,583
117884,Tondemo Skill de Isekai Hourou Meshi: Sui no Daibouken,7.58,2654,6773,3680,805
118143,Gohan no Otomo,7.58,2655,15331,1315,422
118206,Sannensa,7.58,2656,4069,6405,2209
118644,Yasashii Hikari,7.58,2657,8125,2968,1165
120594,Tonari ni,7.58,2658,20612,847,383
128694,Ao no Hako,7.58,2659,2146,11847,6634
131278,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.58,2660,1970,12907,3391
133047,Jujutsu Kaisen: Yuku Natsu to Kaeru Aki,7.58,2661,5870,4310,1180
136056,Wotaku ni Koi wa Muzukashii: Comic Anthology,7.58,2662,12409,1753,317
138763,Hikikomari Kyuuketsuki no Monmon,7.58,2663,9592,2419,427
142551,JoJo no Kimyou na Bouken: Crazy Diamond no Akuryou-teki Shitsuren,7.58,2664,2275,11108,4610
145329,Hoshizora wo Mitsumeta Sono Ato de,7.58,2665,9802,2354,873
146904,Hotel Metsäpeura e Youkoso,7.58,2666,11092,2016,345
147446,Days of Hana,7.58,2667,7257,3389,1662
148159,Dark Mortal,7.58,2668,6907,3591,1558
148267,The Siren: Becoming the Villain's Family,7.58,2669,3293,7948,1981
148432,The Crow's Prince,7.58,2670,2518,10131,3723
148837,Boku ga Aishita Subete no Kimi e,7.58,2671,12965,1656,285
150431,The Gourmet Gamer,7.58,2672,7467,3281,965
153396,Itou Junji Kyoufu Hakubutsukan,7.58,2673,2053,12403,6009
159958,Monogatari Series: Family Season,7.58,2674,13897,1503,218
165539,Ougon no Keikenchi,7.58,2675,7032,3518,730
165754,Blue Archive: Game Kaihatsu-bu Daibouken!,7.58,2676,20372,864,180
170974,Blink Master of the Magic Academy,7.58,2677,1246,18862,5518
184863,Regas,7.58,2678,21209,811,169
48,Pretty Face,7.58,2679,1178,19713,10408
70,Übel Blatt,7.58,2680,305,63367,20510
469,Oniichan to Issho,7.58,2681,5223,4916,1648
727,Shamo,7.58,2682,498,41913,13315
894,Rosario to Vampire,7.58,2683,164,102571,52872
1171,Venus wa Kataomoi,7.58,2684,10180,2250,667
1402,100% Perfect Girl,7.58,2685,2758,9344,3755
1748,Tokimeki Tonight,7.58,2686,10140,2263,502
3116,Black Bird,7.58,2687,378,52226,23660
4485,Kokoro ni Hana wo!,7.58,2688,11706,1884,724
5966,Hikari no Pansy,7.58,2689,19177,948,313
10598,Kara no Shounen,7.58,2690,9633,2402,1197
13634,GA: Geijutsuka Art Design Class,7.58,2691,10749,2102,463
15359,Getter Robo Āḥ,7.58,2692,9572,2425,1205
19087,Boku wa Tomodachi ga Sukunai,7.58,2693,838,26696,7755
20225,"Yume no Shizuku, Kin no Torikago",7.58,2694,9005,2620,513
23633,Machine-Doll wa Kizutsukanai,7.58,2695,1558,15794,4637
24039,Senobi no Housoku,7.58,2696,12120,1811,491
28172,Gugure! Kokkuri-san,7.58,2697,5246,4899,1054
28973,Toaru Kagaku no Railgun SS2,7.58,2698,10686,2117,628
33325,Crayon Days: Daikirai na Aitsu,7.58,2699,1731,14402,6358
36083,Kiss Wood,7.58,2700,6755,3698,1318
36267,Boku wa Mari no Naka,7.58,2701,243,74605,33293
44769,Itou Junji Kyoufu Manga Collection 16: Frankenstein,7.58,2702,1841,13757,7056
51227,Taimadou Gakuen 35 Shiken Shoutai,7.58,2703,6224,4057,783
51857,K-On! Highschool,7.58,2704,1691,14718,7070
64055,Soredemo Boku wa Kimi ga Suki,7.58,2705,1393,17060,5474
64737,Captain Tsubasa: Rising Sun,7.58,2706,12821,1682,620
80363,Kid I Ruck!,7.58,2707,19517,925,374
82427,The New Gate,7.58,2708,373,52574,17414
89266,Buddy Go!,7.58,2709,4315,6036,2026
91711,Devils Line,7.58,2710,965,23478,6877
92332,Kurayami Dance,7.58,2711,8123,2968,759
101400,Hataraku Maou-sama! 0,7.58,2712,14606,1405,227
102060,Haru no Noroi,7.58,2713,1488,16311,7248
106755,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",7.58,2714,4109,6351,1008
343,Dragon Eye,7.57,2715,8700,2732,844
416,Sidooh,7.57,2716,1479,16370,3176
456,Monochrome Factor,7.57,2717,3968,6567,2288
715,Fate/stay night,7.57,2718,1168,19813,6903
726,Zelda no Densetsu: Toki no Ocarina,7.57,2719,1055,21531,12664
774,Na mo Naki Tori no Tobu Yoake,7.57,2720,10343,2203,998
1045,Saint Seiya,7.57,2721,1023,22022,10247
1237,Love♥Monster,7.57,2722,1390,17082,8904
1567,Haikara-san ga Tooru,7.57,2723,11636,1899,264
1848,Deep Love: Host,7.57,2724,3808,6821,3993
2629,Minami-ke,7.57,2725,3483,7496,1873
2944,Nousatsu Rock Shounen,7.57,2726,4896,5293,2707
3523,Itazura na Kiss,7.57,2727,2307,10934,3909
3614,Subarashii Sekai,7.57,2728,599,35179,12661
4192,Ojousama wa Oyome-sama.,7.57,2729,3294,7948,2407
4216,Otogimoyou Ayanishiki,7.57,2730,11879,1852,785
4513,Barairo My Honey,7.57,2731,4828,5373,2697
9256,Toki wo Kakeru Shoujo: Tokikake,7.57,2732,3586,7260,2874
9468,Aria Special Navigations,7.57,2733,10733,2106,807
10259,Fantasista,7.57,2734,7118,3463,1347
10354,Wangan Midnight,7.57,2735,6798,3664,580
10631,Kurenai Ouji,7.57,2736,4260,6131,1436
10812,Vampire Knight: Noir no Wana,7.57,2737,6106,4136,919
12309,Arisa,7.57,2738,1255,18662,8646
12760,Taiyou no Uta,7.57,2739,3067,8492,4154
13071,World Bring It On!,7.57,2740,9416,2476,992
13748,Defense Devil,7.57,2741,527,39452,17981
14022,Gintama: 3-nen Z-gumi Ginpachi-sensei,7.57,2742,10559,2151,389
16735,Vamp!,7.57,2743,9808,2353,263
18992,Sakuranbo Syndrome - Cupid no Itazura II,7.57,2744,3308,7911,3213
19154,Kimi no Knife,7.57,2745,2021,12625,4320
20663,Mikado no Shihou,7.57,2746,6126,4126,1366
22745,Bleach: The Honey Dish Rhapsody,7.57,2747,8838,2681,718
24877,Nagareboshi Lens,7.57,2748,2700,9533,2700
30859,High School DxD,7.57,2749,769,28740,10423
31497,Youkai Apartment no Yuuga na Nichijou,7.57,2750,5738,4429,1052
32129,Shindere Shoujo to Kodoku na Shinigami,7.57,2751,2257,11231,4174
32991,The Book: JoJo's Bizarre Adventure 4th Another Day,7.57,2752,5905,4282,798
36099,Green Blood,7.57,2753,508,40976,14590
48881,Darwin's Game,7.57,2754,347,55263,18588
49097,Servant x Service,7.57,2755,3734,6972,1606
60095,Fujiyama-san wa Shishunki,7.57,2756,846,26470,11438
74335,Steins Gate!,7.57,2757,11029,2033,427
76175,The☆Doraemons Special,7.57,2758,21288,807,456
76567,Mitou Shoukan://Blood Sign,7.57,2759,8245,2914,372
81429,Yuugai Toshi,7.57,2760,4904,5280,1756
86780,Yuuki Yuuna wa Yuusha de Aru: Sonogo no Sonoko,7.57,2761,14527,1413,615
87921,Bakemono no Ko,7.57,2762,7143,3444,1023
88663,Shinmai Shimai no Futari Gohan,7.57,2763,4149,6307,1266
89824,Girls & Panzer: Little Army II,7.57,2764,12263,1784,700
93564,Reiri,7.57,2765,6366,3949,1204
94524,Levius/est,7.57,2766,4833,5369,941
101089,Atsumare! Fushigi Kenkyuubu,7.57,2767,1822,13844,3983
102860,Yondome wa Iya na Shizokusei Majutsushi,7.57,2768,4535,5741,1526
105747,Tondemo Skill de Isekai Hourou Meshi,7.57,2769,713,30163,8872
107182,Catulus Syndrome,7.57,2770,3064,8521,2444
109907,Toumei Ningen no Hone,7.57,2771,2796,9236,3604
116510,Lion Hearts,7.57,2772,18254,1023,351
120465,"Sen wa, Boku wo Egaku",7.57,2773,7584,3225,1187
120865,"One Piece: Roronoa Zoro, Umi ni Chiru",7.57,2774,4529,5748,3320
122392,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.57,2775,337,57866,15722
127452,Kizudarake no Jinsei,7.57,2776,10004,2294,604
130498,"Doumo, Suki na Hito ni Horegusuri wo Irai sareta Majo desu.",7.57,2777,4570,5695,1141
131041,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita. @comic,7.57,2778,3326,7873,1916
133696,Megami no Café Terrace,7.57,2779,943,24000,7696
135688,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,7.57,2780,7743,3148,690
139100,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Mental Out,7.57,2781,9781,2359,554
146630,Imouto wa Neko,7.57,2782,13325,1590,530
147318,How to Use a Returner,7.57,2783,1054,21547,6351
147541,Yume de Furarete Hajimaru Yuri,7.57,2784,3232,8104,2172
155366,Piccolina,7.57,2785,9332,2506,499
158565,Damedol to Sekai ni Hitori dake no Fan,7.57,2786,1388,17096,4442
159277,Catenaccio,7.57,2787,10426,2183,660
161442,Reincarnation of the Veteran Soldier,7.57,2788,5435,4718,955
176463,Taishou Gakusei Aisaika,7.57,2789,15837,1253,201
178589,For Your Murder,7.57,2790,12842,1678,501
109909,Nettaigyo wa Yuki ni Kogareru,7.56,2791,964,23480,7458
110045,"Sentouin, Haken shimasu!",7.56,2792,5518,4634,800
110301,Dead Mount Death Play,7.56,2793,1148,20199,4431
110615,Arifureta Shokugyou de Sekai Saikyou Zero,7.56,2794,8611,2765,570
111357,Yancha Gal no Anjou-san,7.56,2795,343,55999,15612
112466,Rental Oniichan,7.56,2796,2380,10562,5127
113473,"Owari no Seraph: Ichinose Guren, 19-sai no Sekai Resurrection",7.56,2797,10474,2171,279
114788,Dekisokonai no Himegimi-tachi,7.56,2798,1763,14190,6211
116157,Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.56,2799,467,44042,15327
120837,Yuri de Naru♥Espoir,7.56,2800,9674,2389,357
123206,Game-bu,7.56,2801,18725,982,319
128006,Akuyaku Reijou nanode Last Boss wo Kattemimashita,7.56,2802,10198,2246,421
131242,Kimi no Koe,7.56,2803,3209,8144,1810
133053,Kimetsu no Yaiba: Kaze no Michishirube,7.56,2804,9270,2525,721
135248,Uchi wa Wakarete Kurashiteru,7.56,2805,4587,5673,2618
136568,Hidamari no Orange,7.56,2806,9200,2548,1154
136733,Vivy Prototype,7.56,2807,19023,960,193
145924,Ai Ou Futari,7.56,2808,17517,1088,450
147431,Dream Away,7.56,2809,16687,1163,474
147661,Author of My Own Destiny,7.56,2810,2031,12563,3579
147662,Best Teacher Baek,7.56,2811,3104,8388,2354
147921,How to Become a Dragon,7.56,2812,13982,1489,539
149973,Seitokai ni mo Ana wa Aru!,7.56,2813,2027,12590,1553
153031,Rock wa Lady no Tashinami deshite,7.56,2814,7439,3301,427
155704,Philomel the Fake,7.56,2815,4595,5667,1396
155911,Kakunaru Ue wa,7.56,2816,1367,17343,3666
157677,Two Weeks and Counting,7.56,2817,17255,1110,429
167786,The Price Is Your Everything,7.56,2818,9321,2511,685
173306,Mahou Shoujo Dandelion,7.56,2819,4519,5763,808
173875,"Akuyaku Reijou no Kyouji: Konyakusha wo Ubaitotte Gishi wo Oidashita Watashi wa, Douyara Ima kara Hametsu suru you desu.",7.56,2820,13907,1501,386
176523,Horror Story Club,7.56,2821,14348,1438,360
181485,Tower of God: Urek Mazino,7.56,2822,6641,3770,1053
420,Othello.,7.56,2823,3239,8084,3769
653,Yakitate!! Japan,7.56,2824,1879,13524,6167
747,Blood+,7.56,2825,1646,15061,6096
815,Yume de Aetara,7.56,2826,4884,5306,1999
3194,Immortal Regis,7.56,2827,1030,21927,10438
5505,Hanada Shounen-shi,7.56,2828,21710,781,180
8039,Hana no Namae,7.56,2829,3222,8122,3154
8573,Mixed Vegetables,7.56,2830,3950,6597,2701
9084,Otome Youkai Zakuro,7.56,2831,3853,6748,1646
9889,Kidou Senshi Gundam,7.56,2832,15459,1300,348
11614,Gekkou Jourei,7.56,2833,11328,1962,320
13358,Gaku,7.56,2834,9742,2367,321
14049,S・L・H,7.56,2835,2094,12146,5230
14368,Shiritsu Horitsuba Gakuen,7.56,2836,6805,3658,1146
14413,Shinobi no Kuni,7.56,2837,6153,4105,1208
14504,Yandere Kanojo,7.56,2838,991,22745,6818
15170,"Obaka-chan, Koigatariki",7.56,2839,1645,15062,4952
15242,Natsu no Zenjitsu,7.56,2840,1774,14125,4541
17927,Survival,7.56,2841,6768,3686,1074
23725,Kanojo no Namida ga Yuki da Toshitara,7.56,2842,8349,2868,1408
24412,Kingdom Hearts: 358/2 Days,7.56,2843,12532,1734,460
25148,Vahlia no Hanamuko,7.56,2844,3375,7723,3710
36129,Kobato. Epilogue: Happiness.,7.56,2845,8516,2799,1174
41021,Strike the Blood,7.56,2846,4136,6316,985
47072,I Don't Want This Kind of Hero,7.56,2847,5541,4615,1441
49305,Shinmai Maou no Testament,7.56,2848,2766,9319,1931
58745,Special A: Jougai Rantou,7.56,2849,7289,3373,1331
60801,Handa-kun,7.56,2850,1318,17900,5832
67523,Zero kara Hajimeru Mahou no Sho,7.56,2851,6570,3816,473
67951,Sabaku no Harem,7.56,2852,2260,11216,3960
75099,Sword Art Online: Phantom Bullet,7.56,2853,4228,6187,1898
78135,The iDOLM@STER Million Live!,7.56,2854,24493,636,253
85027,Yuki no Shita no Qualia,7.56,2855,1984,12851,5533
85900,Kuroko no Basket: Replace Plus,7.56,2856,8740,2715,698
87006,Im,7.56,2857,3281,7991,2214
89264,Q.E.D. iff: Shoumei Shuuryou,7.56,2858,19867,899,190
91754,Kuro Hakubutsukan: Ghost and Lady,7.56,2859,8117,2971,680
97027,Souboutei Kowasubeshi,7.56,2860,4596,5667,895
105135,Hoshi dake ga Shitteru,7.56,2861,5879,4302,1947
105870,"Mitarai-ke, Enjou suru",7.56,2862,4638,5607,1616
83,Ayashi no Ceres,7.55,2863,1618,15297,7045
230,Chou ni Naru Hi,7.55,2864,6392,3932,1896
246,Princess Princess,7.55,2865,3039,8574,3592
332,Gravitation,7.55,2866,1608,15401,7635
574,World Embryo,7.55,2867,1927,13230,4636
598,Fairy Tail,7.55,2868,28,283107,163789
669,Highschool of the Dead,7.55,2869,185,95166,43302
1194,Ai-Ren,7.55,2870,2493,10232,3484
1293,I'll,7.55,2871,5918,4271,1116
1398,Saruyama!,7.55,2872,1957,13021,5086
1410,Apollo no Uta,7.55,2873,3286,7974,3553
1639,Cyborg 009,7.55,2874,5468,4687,921
1815,Tsuki no Toiki Ai no Kizu,7.55,2875,7626,3204,1574
2060,Yozakura Quartet,7.55,2876,1697,14684,2566
3287,Tough,7.55,2877,2902,8942,2981
3675,Meitantei Yumemizu Kiyoshirou Jiken Note,7.55,2878,25576,587,154
3988,Vampire Hunter D,7.55,2879,2878,9016,1827
4068,BM: Nectar,7.55,2880,2985,8741,3922
5422,Yasha,7.55,2881,8127,2967,585
5680,Discommunication,7.55,2882,7868,3095,452
7188,Junjou Romantica dj - Chika*Chika Cheap★Star,7.55,2883,11150,2002,774
9122,Koishitagari no Blue,7.55,2884,5059,5104,2219
9268,Guignol Kyuutei Gakudan,7.55,2885,3420,7638,2942
16669,A*D: Tenshi no Uso,7.55,2886,8546,2787,447
21614,Blood Lad,7.55,2887,271,69847,25686
26657,Tobaku Haouden Zero: Gyanki-hen,7.55,2888,7012,3535,1868
33791,Meiji Hiiro Kitan,7.55,2889,7142,3444,643
42707,Honey,7.55,2890,1559,15791,4668
52257,Sakura Trick,7.55,2892,2161,11757,3124
59341,Endou-kun no Jikken Note,7.55,2893,7187,3427,939
66263,Hatsu*Haru,7.55,2893,2475,10281,2913
70933,Tamako Love Story,7.55,2894,16452,1187,154
80805,Groundless,7.55,2895,4826,5375,950
84933,Tales of Zestiria: Michibiki no Toki,7.55,2896,8232,2919,661
89283,"Gozen 0-ji, Kiss shi ni Kite yo",7.55,2898,2615,9779,2585
95915,Abigaile no Kemono-tachi,7.55,2898,6311,3989,1375
96050,"Kuzumi-kun, Kuuki Yometemasu ka?",7.55,2900,504,41537,17602
99866,Gunjou no Subete,7.55,2900,3412,7653,3870
109143,Xi Xing Ji,7.55,2901,8391,2848,593
116957,Majo-senpai Nippou,7.55,2903,3453,7575,2279
117964,Yukionna to Kani wo Kuu,7.55,2904,2610,9806,3329
120090,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,7.55,2905,21054,820,228
120779,Nyx no Lantern,7.55,2905,14556,1410,290
121878,Sachi-iro no One Room Gaiden: Seikai no Meitantei,7.55,2906,8750,2713,799
122356,The Lady and Her Butler,7.55,2907,5422,4729,1962
122804,Spectral Wizard: Saikyou no Mahou wo Meguru Bouken,7.55,2908,25033,610,304
125507,"Ashita, Watashi wa Dareka no Kanojo",7.55,2909,3510,7444,1565
133167,Re:Zero kara Hajimeru Isekai Seikatsu: Hyouketsu no Kizuna,7.55,2910,11955,1839,521
134989,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,7.55,2911,15514,1293,350
136655,Niku wo Hagu: Tooda Oto Tanpenshuu,7.55,2913,4175,6269,2368
142140,Sekai no Owari no Pen-friend,7.55,2913,5657,4510,2069
142187,Swimming Lessons for a Mermaid,7.55,2915,6408,3923,1734
142722,"""Dam"" in the Forest",7.55,2915,14591,1406,346
146191,Jianle Dongxi De Lang,7.55,2917,17028,1131,248
147217,The World After the Fall,7.55,2918,523,39747,11704
147324,Second Life Ranker,7.55,2918,645,33259,10081
147561,Nine Peaks,7.55,2919,4174,6270,1065
147664,I Married the Male Lead's Dad,7.55,2920,3277,8002,1948
148351,Promise of an Orchid,7.55,2921,4301,6062,2095
148921,An Hour of Romance,7.55,2923,11988,1833,566
149498,Long Period,7.55,2924,16674,1164,455
150368,Nagareboshi,7.55,2925,13559,1550,596
151550,Villain with a Crush,7.55,2926,2265,11183,3547
161762,How to Survive as a Maid in a Horror Game,7.55,2927,4875,5315,1402
168931,Ashita Ai Kamoshirenai,7.55,2927,20176,877,294
172287,"Kimi ga Hoeru Tame no Uta wo,",7.55,2928,8743,2715,564
173119,"Toumei na Yoru ni Kakeru Kimi to, Me ni Mienai Koi wo Shita.",7.55,2929,15743,1265,144
174263,The Graymark,7.55,2931,17945,1053,159
185900,Welcome to Rose Manor,7.55,2931,17473,1093,200
186436,Make Heroine wo Katasetai!!,7.55,2932,6077,4159,987
115783,Kaguya-sama wa Kokurasetai: Shuuchiin Gakuen Nanafushigi,7.54,2934,8754,2711,672
191059,Dragon no I de Oyasumi,7.55,2934,11432,1940,357
117780,Super Cub,7.54,2935,7514,3257,605
120309,Yajin Tensei,7.54,2936,3369,7744,2315
122826,Blooming Sequence,7.54,2937,10853,2077,880
124209,Real mo Tama ni wa Uso wo Tsuku,7.54,2938,840,26599,8172
126099,Suicide Girl,7.54,2939,2083,12236,2769
129988,Ore wa Seikan Kokka no Akutoku Ryoushu!,7.54,2940,8329,2878,750
132874,Mamahaha no Tsurego ga Motokano datta,7.54,2942,4170,6276,1191
133297,Isekai no Sata wa Shachiku Shidai,7.54,2942,20613,847,201
140235,Kijin Gentoushou,7.54,2943,4299,6064,808
142792,Tottemo Kawaii Watashi to Tsukiatte yo!,7.54,2944,23426,686,219
143884,Ako to Bambi,7.54,2946,11523,1919,380
144678,One Week Family,7.54,2946,10798,2089,835
145699,Da Wang Rao Ming,7.54,2948,7706,3162,710
148655,Shark,7.54,2948,11723,1882,408
154487,Shousetsu Blue Lock,7.54,2949,22463,736,148
154893,Yan You,7.54,2950,20099,882,230
157591,Chronicles of the Demon Faction,7.54,2951,2347,10740,2732
158621,School Back,7.54,2952,12088,1816,316
158779,Hanninmae no Koibito,7.54,2953,1462,16480,5399
160162,Devil Returns to School Days,7.54,2954,3432,7616,2503
163630,Kuso Onna ni Sachi Are,7.54,2955,1040,21775,5967
165308,Koutsugou Semi-Friend,7.54,2957,5724,4446,924
167790,"Zai Jian, Wo de Guo Wang",7.54,2958,20050,885,223
170160,The Housekeeper of the Dungeon,7.54,2959,12130,1809,351
170194,"Otsukaresama, Kurose-kun",7.54,2960,11062,2025,555
172567,Meririrarariri,7.54,2961,7939,3061,1586
178360,Dr. Kim of London,7.54,2961,22042,761,213
179424,Saishuu Densha no Koibito-tachi,7.54,2962,24036,657,283
180661,Otona Taisen,7.54,2963,4196,6238,1190
182866,The Sword-Bearing Flower,7.54,2965,12681,1707,363
184877,Under the Oak Tree,7.54,2966,7077,3487,866
75,Ai yori Aoshi,7.54,2967,1734,14384,6167
157,Imadoki!,7.54,2967,1817,13883,7206
322,Genjuu no Seiza,7.54,2969,10521,2160,549
350,Gokuraku Seishun Hockey Club,7.54,2970,3948,6599,2337
413,Love Roma,7.54,2971,4244,6158,2149
421,Pastel,7.54,2971,1606,15403,5197
645,H³ School,7.54,2972,4108,6351,3265
749,Zelda no Densetsu: Majora no Kamen,7.54,2974,1465,16445,9665
873,Sekirei,7.54,2975,565,37059,15009
997,Parfait Tic!,7.54,2975,2706,9499,3638
1155,Yesterday wo Utatte,7.54,2976,1035,21811,5396
1423,Devil May Cry,7.54,2978,5616,4550,1471
1789,Captain Tsubasa,7.54,2979,3190,8194,3708
1791,Captain Tsubasa: Road to 2002,7.54,2980,8488,2810,1518
2970,Moyashimon,7.54,2980,4527,5757,1204
3115,Shikeishuu 042,7.54,2982,10511,2161,761
3203,ef: A Fairy Tale of the Two.,7.54,2982,6542,3834,890
3286,Koukou Tekkenden Tough,7.54,2983,5119,5034,1207
3554,Midnight Secretary,7.54,2984,999,22533,11799
3608,Hotman,7.54,2985,8759,2711,687
3964,Kami no Shizuku,7.54,2986,1939,13142,1988
7066,Katana Series,7.54,2987,10317,2211,649
7337,Shuu 7,7.54,2988,8231,2919,1504
10528,Tamashii no Futago,7.54,2990,8661,2746,959
12418,Kanojo wa Uso wo Aishisugiteru,7.54,2990,3322,7886,1911
13526,Utsurowazarumono: Breath of Fire IV,7.54,2991,10179,2251,950
14238,Mahou Shoujo Lyrical Nanoha ViVid,7.54,2992,6665,3752,1283
15491,Dokuhime,7.54,2993,3474,7531,2422
20470,Oiran Girl,7.54,2994,5509,4648,1907
21097,Mikakunin de Shinkoukei,7.54,2995,2576,9916,1872
25189,"Haikei, Niisan-sama",7.54,2997,5368,4788,2387
25675,Plastic Neesan,7.54,2997,3349,7807,1569
26133,Bleach Unmasked Short Stories,7.54,2998,3623,7190,3102
26196,Aku no Meshitsukai,7.54,3000,7808,3123,739
35519,Kamisama Gakuen@Armeria,7.54,3000,8724,2722,821
37109,Yokokuhan,7.54,3001,1196,19498,7576
42879,Hana to Rakurai,7.54,3002,4087,6378,2329
44743,Itou Junji Kyoufu Manga Collection: Nikuiro no Kai,7.54,3003,1747,14318,6871
44751,Itou Junji Kyoufu Manga Collection: Namekuji Shoujo,7.54,3004,2351,10723,5132
47977,Momochi-san Chi no Ayakashi Ouji,7.54,3005,1360,17436,4361
52435,Ma no Kakera,7.54,3006,900,24872,14177
60889,Itoshi no Karin,7.54,3007,1702,14615,7451
61147,Fate/Extra CCC: Fox Tail,7.54,3008,5957,4245,794
63281,Kigurumi Guardians,7.54,3009,4213,6209,1364
65021,Pandemonium: Majutsushi no Mura,7.54,3010,2962,8812,2478
68033,Ani no Hanashi,7.54,3011,15878,1247,674
68573,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.54,3012,4356,5985,657
70935,Yami no Moribito,7.54,3013,11958,1838,455
72431,Kidou Senshi Gundam: Gyakushuu no Char - Beltorchika's Children,7.54,3014,13237,1604,526
78003,Fairy Tail,7.54,3015,5560,4601,1395
79555,Monte Cristo Hakushaku,7.54,3016,8139,2959,1285
82091,K: Countdown,7.54,3017,11353,1958,683
93408,Kidou Senshi Gundam: Tekketsu no Orphans,7.54,3018,17529,1088,179
93851,Tokyo Alien Brothers,7.54,3019,5497,4658,1478
103758,Kishuku Gakkou no Juliet,7.54,3020,17943,1053,252
104710,Koroshi Ai,7.54,3021,1037,21804,5756
107505,Risouteki Boyfriend,7.54,3022,4448,5854,2081
35,Kamichama Karin,7.53,3023,1924,13243,6331
113,Clover,7.53,3024,1174,19743,7403
571,Wild☆Act,7.53,3025,11293,1969,777
759,Seto no Hanayome,7.53,3026,2704,9502,2515
845,Happy!,7.53,3027,2830,9134,2176
1504,Gogo Monster,7.53,3028,2646,9694,3252
1754,Over Rev!,7.53,3029,6567,3819,730
4010,Ginga Densetsu Weed,7.53,3030,8912,2659,1030
4333,LifE,7.53,3031,2814,9184,3384
4639,Brave Story,7.53,3032,18500,1000,221
5801,Double Arts,7.53,3033,1359,17443,8618
8795,Area no Kishi,7.53,3034,2453,10348,3609
11294,Mangaka-san to Assistant-san to,7.53,3035,1170,19789,8208
12045,Shinkuu Yuusetsu,7.53,3036,8975,2632,1165
13111,"Koi, Hirari",7.53,3037,4209,6213,3258
